,SalePrice,MSZoning,LotArea,Utilities,Neighborhood,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,RoofMatl,Exterior1st,ExterQual,Foundation,BsmtQual,BsmtFinType1,BsmtFinSF1,BsmtFullBath,BsmtHalfBath,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,KitchenQual,Functional,Fireplaces,GarageType,GarageFinish,GarageCars,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition
860,189950,RL,7642,AllPub,Crawfor,1Fam,1.5Fin,7,1918,1998,CompShg,Wd Sdng,Gd,BrkTil,TA,Unf,0,0,0,GasA,Gd,Y,SBrkr,912,514,0,Gd,Typ,1,Detchd,Unf,1,TA,Y,0,240,0,0,0,0,0,6,2007,WD,Normal
861,131500,RL,11625,AllPub,Sawyer,2fmCon,1Story,5,1965,1965,CompShg,Plywood,TA,PConc,TA,BLQ,841,1,0,GasA,Ex,Y,SBrkr,1039,0,0,TA,Typ,0,Attchd,Unf,2,TA,Y,0,0,0,0,0,0,0,4,2010,WD,Normal
862,152000,RL,9672,AllPub,SawyerW,1Fam,1Story,6,1984,1985,CompShg,HdBoard,TA,PConc,Gd,GLQ,338,0,0,GasA,TA,Y,SBrkr,1097,0,0,TA,Typ,0,Attchd,Unf,2,TA,Y,0,0,0,0,0,0,0,5,2010,WD,Normal
863,132500,RL,7931,AllPub,NAmes,1Fam,1Story,5,1959,1959,CompShg,BrkFace,TA,CBlock,TA,BLQ,1148,1,0,GasA,TA,Y,SBrkr,1148,0,0,TA,Typ,0,Attchd,Unf,1,TA,Y,0,0,0,0,0,0,0,7,2009,WD,Normal
864,250580,FV,8640,AllPub,Somerst,1Fam,1Story,7,2007,2008,CompShg,VinylSd,Gd,PConc,Ex,Unf,0,0,0,GasA,Ex,Y,SBrkr,1372,0,0,Gd,Typ,0,Attchd,Fin,2,TA,Y,0,140,0,0,0,0,0,5,2008,New,Partial
866,248900,RL,10656,AllPub,Timber,1Fam,1Story,8,2006,2007,CompShg,VinylSd,Gd,PConc,Gd,Unf,0,0,0,GasA,Ex,Y,SBrkr,1646,0,0,Gd,Typ,1,Attchd,RFn,3,TA,Y,192,80,0,0,0,0,0,11,2007,New,Partial
867,129000,RL,6970,AllPub,Sawyer,1Fam,1Story,4,1961,1961,CompShg,VinylSd,TA,CBlock,TA,ALQ,932,1,0,GasA,TA,Y,SBrkr,1120,0,0,Fa,Typ,0,Attchd,RFn,2,TA,Y,168,0,0,0,0,0,400,5,2007,WD,Normal
869,236000,RL,9938,AllPub,SawyerW,1Fam,2Story,7,1993,1994,CompShg,MetalSd,Gd,PConc,Gd,GLQ,750,1,0,GasA,Ex,Y,SBrkr,1062,887,0,Gd,Typ,1,Attchd,Fin,2,TA,Y,156,90,0,0,0,0,0,6,2010,WD,Normal
870,109500,RL,6600,AllPub,NAmes,1Fam,1Story,5,1962,1962,CompShg,MetalSd,TA,CBlock,TA,Unf,0,0,0,GasA,Gd,N,SBrkr,894,0,0,TA,Typ,0,Detchd,Unf,1,TA,Y,0,0,0,0,0,0,0,8,2009,WD,Normal
871,200500,RL,8750,AllPub,CollgCr,1Fam,2Story,6,1998,1998,CompShg,VinylSd,TA,PConc,Gd,GLQ,505,0,0,GasA,Ex,Y,SBrkr,804,878,0,Gd,Typ,0,Attchd,RFn,2,TA,Y,0,77,0,0,0,0,0,6,2010,WD,Normal
872,116000,RL,8892,AllPub,NAmes,1Fam,1Story,5,1953,1996,CompShg,WdShing,Gd,Stone,TA,Unf,0,0,0,GasA,Gd,Y,SBrkr,910,0,0,Gd,Typ,0,Attchd,Unf,2,TA,Y,196,0,150,0,0,0,0,10,2008,WD,Normal
873,133000,RL,12144,AllPub,NAmes,1Fam,1Story,5,1949,1950,CompShg,HdBoard,Gd,CBlock,TA,Rec,375,0,0,GasA,Gd,Y,SBrkr,1036,0,232,TA,Typ,1,Attchd,Unf,1,TA,Y,0,28,0,0,0,0,0,9,2009,WD,Normal
874,66500,RM,5720,AllPub,OldTown,1Fam,1.5Fin,5,1941,1950,CompShg,Wd Sdng,TA,CBlock,TA,Unf,0,0,0,GasA,Ex,Y,SBrkr,676,455,0,TA,Typ,0,Detchd,Unf,1,TA,Y,26,0,0,0,0,0,0,8,2009,WD,Abnorml
875,303477,FV,9000,AllPub,Somerst,1Fam,2Story,8,2007,2007,CompShg,CemntBd,Gd,PConc,Gd,GLQ,64,0,0,GasA,Ex,Y,SBrkr,1184,1426,0,Ex,Typ,1,BuiltIn,Fin,2,TA,Y,208,364,0,0,0,0,0,8,2007,New,Partial
876,132250,RL,25286,AllPub,Mitchel,1Fam,1Story,4,1963,1963,CompShg,HdBoard,TA,PConc,TA,ALQ,633,1,0,GasA,Gd,Y,SBrkr,1040,0,0,TA,Typ,0,Attchd,Unf,2,TA,Y,0,0,0,0,0,0,0,1,2007,WD,Normal
877,350000,RL,8834,AllPub,NridgHt,1Fam,2Story,9,2004,2005,CompShg,VinylSd,Gd,PConc,Ex,GLQ,1170,1,0,GasA,Ex,Y,SBrkr,1462,762,0,Ex,Typ,1,Attchd,Fin,3,TA,Y,184,0,0,0,0,0,0,6,2009,WD,Normal
878,148000,RL,11782,AllPub,Sawyer,1Fam,SFoyer,5,1961,1995,CompShg,HdBoard,TA,CBlock,TA,ALQ,899,1,0,GasA,TA,Y,SBrkr,1155,0,0,Gd,Min2,0,Detchd,Unf,2,TA,Y,192,0,0,0,0,0,400,6,2010,WD,Normal
880,157000,RL,7024,AllPub,Edwards,1Fam,1Story,5,2005,2006,CompShg,VinylSd,TA,PConc,Ex,ALQ,980,1,0,GasA,Gd,Y,SBrkr,1090,0,0,TA,Typ,0,Attchd,Fin,2,TA,Y,0,49,0,0,0,0,0,6,2007,WD,Normal
881,187500,RL,13758,AllPub,Timber,1Fam,1.5Fin,7,1990,1991,CompShg,HdBoard,Gd,CBlock,Gd,LwQ,902,0,0,GasA,Ex,Y,SBrkr,1187,530,0,Gd,Typ,1,Attchd,RFn,2,TA,Y,168,36,0,0,0,0,0,4,2007,WD,Normal
883,118500,RL,6204,AllPub,SWISU,1Fam,2.5Fin,4,1912,1950,CompShg,Wd Sdng,Gd,PConc,TA,Unf,0,1,0,GasA,TA,N,SBrkr,954,795,481,TA,Typ,0,Detchd,Unf,1,TA,Y,0,188,0,0,0,0,0,3,2006,WD,Normal
884,100000,RL,7150,AllPub,NAmes,1Fam,1Story,5,1967,1967,CompShg,HdBoard,TA,CBlock,TA,BLQ,432,0,0,GasA,TA,Y,SBrkr,892,0,0,TA,Typ,0,Attchd,RFn,1,TA,Y,0,0,0,0,0,0,0,7,2009,WD,Normal
885,328900,FV,5119,AllPub,Somerst,TwnhsE,1Story,9,1999,2000,CompShg,MetalSd,Gd,PConc,Ex,GLQ,1238,1,0,GasA,Ex,Y,SBrkr,1709,0,0,Gd,Typ,1,Attchd,Fin,2,TA,Y,97,65,0,0,0,0,0,1,2008,CWD,Abnorml
886,145000,RL,8393,AllPub,NAmes,Duplex,1Story,5,1959,2005,CompShg,MetalSd,TA,CBlock,TA,LwQ,528,0,0,GasA,Ex,Y,SBrkr,1712,0,0,TA,Typ,0,Attchd,Fin,2,TA,Y,272,54,0,0,0,0,0,6,2006,WD,Family
887,135500,RL,16466,AllPub,Edwards,1Fam,1.5Fin,5,1955,1955,CompShg,MetalSd,TA,PConc,TA,Unf,0,0,0,GasA,TA,Y,SBrkr,872,521,0,TA,Typ,0,Attchd,Unf,1,TA,Y,121,0,0,0,265,0,0,4,2008,WD,Normal
888,268000,RL,15865,AllPub,NAmes,1Fam,1Story,8,1970,1970,Tar&Grv,Wd Sdng,Gd,PConc,TA,ALQ,351,1,0,GasA,Ex,Y,SBrkr,2217,0,0,Gd,Typ,1,Attchd,Unf,2,TA,Y,81,207,0,0,224,0,0,10,2007,WD,Normal
889,149500,RL,12160,AllPub,NAmes,1Fam,1Story,6,1953,1953,CompShg,Wd Sdng,TA,CBlock,TA,BLQ,1024,1,0,GasA,Ex,Y,SBrkr,1505,0,0,TA,Typ,1,Attchd,RFn,2,TA,Y,0,0,0,162,0,0,0,2,2009,WD,Normal
890,122900,RL,8064,AllPub,NAmes,1Fam,1.5Fin,5,1949,2006,CompShg,MetalSd,TA,CBlock,TA,Unf,0,0,0,GasA,Ex,Y,SBrkr,672,252,0,TA,Typ,1,Detchd,Unf,2,TA,Y,0,0,0,0,0,0,2000,7,2007,WD,Normal
891,172500,RL,11184,AllPub,Sawyer,1Fam,2Story,6,1978,1978,CompShg,HdBoard,TA,CBlock,TA,LwQ,226,0,0,GasA,Gd,Y,SBrkr,918,765,0,TA,Typ,1,Attchd,RFn,2,TA,Y,243,0,0,0,0,0,0,7,2009,WD,Normal
892,154500,RL,8414,AllPub,Sawyer,1Fam,1Story,6,1963,2003,CompShg,HdBoard,TA,CBlock,TA,GLQ,663,0,1,GasA,TA,Y,SBrkr,1068,0,0,TA,Typ,0,Attchd,RFn,1,TA,Y,192,0,0,0,0,0,0,2,2006,WD,Normal
895,140000,RL,7056,AllPub,NAmes,1Fam,2Story,6,1963,1963,CompShg,HdBoard,TA,CBlock,TA,BLQ,400,1,0,GasA,TA,Y,SBrkr,983,813,0,TA,Typ,1,Attchd,RFn,2,TA,Y,0,50,0,0,0,0,0,10,2008,WD,Normal
896,106500,RM,8765,AllPub,IDOTRR,1Fam,1Story,4,1936,1950,CompShg,Wd Sdng,TA,BrkTil,TA,ALQ,285,0,0,GasA,Ex,N,SBrkr,951,0,0,TA,Typ,0,Detchd,Unf,1,TA,Y,0,28,0,0,0,0,0,4,2006,WD,Abnorml
898,611657,RL,12919,AllPub,NridgHt,1Fam,1Story,9,2009,2010,CompShg,VinylSd,Ex,PConc,Ex,GLQ,2188,1,0,GasA,Ex,Y,SBrkr,2364,0,0,Ex,Typ,2,Attchd,Fin,3,TA,Y,0,67,0,0,0,0,0,3,2010,New,Partial
899,135000,RL,6993,AllPub,Sawyer,1Fam,1Story,5,1961,1994,CompShg,HdBoard,TA,CBlock,TA,BLQ,465,0,0,GasA,TA,Y,SBrkr,1236,0,0,TA,Typ,1,Attchd,Unf,1,TA,Y,0,0,0,0,0,0,0,6,2006,WD,Normal
901,153000,RL,8712,AllPub,NAmes,1Fam,1Story,5,1957,2000,CompShg,MetalSd,TA,CBlock,TA,BLQ,860,1,0,GasA,TA,Y,SBrkr,1306,0,0,TA,Typ,0,Detchd,Unf,1,TA,Y,0,0,0,0,0,0,0,5,2009,WD,Normal
902,180000,RL,7875,AllPub,Gilbert,1Fam,2Story,7,2003,2003,CompShg,VinylSd,Gd,PConc,Gd,Unf,0,0,0,GasA,Ex,Y,SBrkr,807,702,0,Gd,Typ,1,Attchd,Fin,2,TA,Y,0,75,0,0,0,0,0,7,2006,WD,Normal
903,240000,RL,14859,AllPub,Gilbert,1Fam,1Story,7,2006,2006,CompShg,VinylSd,Gd,PConc,Gd,Unf,0,0,0,GasA,Ex,Y,SBrkr,1670,0,0,Gd,Typ,1,Attchd,RFn,3,TA,Y,144,60,0,0,0,0,0,8,2006,New,Partial
905,128000,RL,9920,AllPub,NAmes,1Fam,1Story,5,1954,1954,CompShg,HdBoard,TA,CBlock,TA,Rec,354,1,0,GasA,TA,Y,SBrkr,1063,0,0,TA,Typ,0,Attchd,RFn,1,TA,Y,0,0,164,0,0,0,0,2,2010,WD,Normal
906,255000,RL,13501,AllPub,Somerst,1Fam,1Story,8,2006,2006,CompShg,VinylSd,Gd,PConc,Gd,GLQ,63,1,0,GasA,Ex,Y,SBrkr,1636,0,0,Gd,Typ,1,Attchd,RFn,3,TA,Y,0,60,0,0,0,0,0,6,2007,WD,Normal
907,250000,RL,11500,AllPub,Crawfor,1Fam,1.5Fin,7,1936,1987,CompShg,BrkFace,Gd,CBlock,Gd,Rec,223,0,0,GasA,Gd,Y,SBrkr,1020,1037,0,Gd,Typ,1,Attchd,Fin,1,Fa,Y,0,0,0,0,322,0,0,6,2006,WD,Normal
909,174000,RL,12589,AllPub,Gilbert,1Fam,2Story,6,2005,2005,CompShg,VinylSd,Gd,PConc,Gd,Unf,0,0,0,GasA,Ex,Y,SBrkr,742,742,0,Gd,Typ,1,Attchd,Fin,2,TA,Y,36,24,0,0,0,0,0,6,2009,WD,Normal
910,154300,RL,11600,AllPub,NAmes,Duplex,2Story,5,1960,1960,CompShg,MetalSd,TA,CBlock,TA,Rec,443,0,0,GasA,TA,Y,FuseA,1105,1169,0,TA,Typ,0,Detchd,Unf,2,TA,Y,0,0,0,0,0,0,0,1,2010,WD,Normal
912,88000,RM,6120,AllPub,BrkSide,1Fam,1Story,5,1925,1950,CompShg,MetalSd,TA,BrkTil,TA,Rec,489,0,0,GasA,TA,N,SBrkr,1015,0,0,TA,Min1,0,Detchd,Unf,1,TA,Y,0,0,112,0,120,0,620,7,2006,WD,Abnorml
913,145000,RH,6270,AllPub,Crawfor,Duplex,2Story,5,1949,1950,CompShg,MetalSd,TA,CBlock,TA,BLQ,284,0,0,GasA,TA,N,FuseA,1001,1001,0,TA,Typ,0,2Types,Unf,3,TA,Y,0,0,0,0,0,0,0,8,2007,WD,Normal
914,173733,FV,3000,AllPub,Somerst,TwnhsE,2Story,6,2009,2009,CompShg,VinylSd,Gd,PConc,Gd,GLQ,294,0,0,GasA,Ex,Y,SBrkr,612,612,0,Gd,Typ,0,Detchd,RFn,2,TA,Y,0,234,0,0,0,0,0,6,2009,New,Partial
915,75000,RM,2001,AllPub,MeadowV,Twnhs,2Story,4,1970,1970,CompShg,CemntBd,TA,CBlock,TA,Unf,0,0,0,GasA,Fa,Y,SBrkr,546,546,0,TA,Typ,0,Attchd,Unf,1,TA,Y,0,0,0,0,0,0,0,1,2007,WD,Normal
916,35311,C (all),9000,AllPub,IDOTRR,1Fam,1Story,2,1949,1950,CompShg,AsbShng,TA,CBlock,TA,BLQ,50,1,0,GasA,TA,N,FuseA,480,0,0,TA,Typ,0,Detchd,Unf,1,TA,Y,0,0,0,0,0,0,0,10,2006,WD,Abnorml
918,238000,RL,13125,AllPub,SawyerW,1Fam,2Story,7,1991,1991,CompShg,HdBoard,Gd,PConc,Ex,BLQ,48,1,0,GasA,Ex,Y,SBrkr,912,1215,0,Gd,Typ,1,Attchd,RFn,3,TA,Y,72,192,224,0,0,0,0,11,2007,WD,Normal
919,176500,RL,11029,AllPub,NAmes,1Fam,1Story,6,1958,2002,CompShg,MetalSd,Ex,CBlock,Gd,ALQ,528,1,0,GasA,Ex,Y,SBrkr,1414,0,0,TA,Min1,1,Attchd,Unf,2,TA,Y,0,51,0,0,190,0,0,5,2008,WD,Normal
920,201000,RL,8462,AllPub,SawyerW,1Fam,2Story,6,1994,1994,CompShg,HdBoard,Gd,PConc,Gd,GLQ,814,0,1,GasA,Ex,Y,SBrkr,936,785,0,Gd,Typ,0,Attchd,RFn,2,TA,Y,300,87,0,0,0,0,0,7,2007,WD,Normal
922,169990,RL,10237,AllPub,Gilbert,1Fam,1Story,6,2005,2006,CompShg,VinylSd,Gd,PConc,Gd,GLQ,28,0,0,GasA,Ex,Y,SBrkr,1316,0,0,Gd,Typ,1,Attchd,Fin,2,TA,Y,100,0,0,23,0,0,0,10,2006,New,Partial
923,193000,RL,8012,AllPub,SawyerW,TwnhsE,1Story,6,1993,1994,CompShg,Plywood,Gd,PConc,Gd,LwQ,165,1,0,GasA,Ex,Y,SBrkr,1617,0,0,Gd,Typ,1,Attchd,RFn,2,TA,Y,0,69,0,0,0,0,0,7,2008,WD,Normal
924,207500,RL,10240,AllPub,NWAmes,1Fam,1Story,6,1980,1980,CompShg,Plywood,TA,CBlock,Gd,BLQ,625,1,0,GasA,TA,Y,SBrkr,1686,0,0,TA,Typ,1,Attchd,Unf,2,TA,Y,384,131,0,0,0,0,0,5,2006,WD,Normal
926,285000,RL,11999,AllPub,NridgHt,1Fam,2Story,8,2003,2004,CompShg,VinylSd,Gd,PConc,Gd,Unf,0,0,0,GasA,Ex,Y,SBrkr,1234,1140,0,Ex,Typ,1,BuiltIn,Fin,3,TA,Y,104,100,0,0,0,0,0,5,2007,WD,Normal
930,201000,RL,8925,AllPub,Timber,1Fam,1Story,8,2007,2007,CompShg,VinylSd,Gd,PConc,Gd,GLQ,16,0,0,GasA,Ex,Y,SBrkr,1466,0,0,Gd,Typ,0,Attchd,Fin,3,TA,Y,100,18,0,0,0,0,0,7,2009,WD,Normal
931,117500,RL,9100,AllPub,NAmes,1Fam,1Story,5,1965,1965,CompShg,VinylSd,TA,CBlock,TA,BLQ,338,0,1,GasA,Ex,Y,SBrkr,925,0,0,TA,Typ,0,Detchd,Unf,1,TA,Y,0,0,0,0,0,0,0,7,2009,WD,Normal
932,320000,RL,11670,AllPub,Somerst,1Fam,1Story,9,2006,2006,CompShg,VinylSd,Ex,PConc,Ex,Unf,0,0,0,GasA,Ex,Y,SBrkr,1905,0,0,Ex,Typ,1,Attchd,Fin,3,TA,Y,0,191,0,0,0,0,0,3,2007,WD,Normal
933,190000,RL,8487,AllPub,CollgCr,1Fam,1Story,7,2004,2004,CompShg,VinylSd,Gd,PConc,Gd,GLQ,20,0,0,GasA,Ex,Y,SBrkr,1500,0,0,Gd,Typ,0,Attchd,RFn,2,TA,Y,192,36,0,0,0,0,0,8,2009,WD,Normal
934,242000,RL,27650,AllPub,NAmes,1Fam,1Story,7,1960,2007,Tar&Grv,Wd Sdng,TA,CBlock,Gd,GLQ,425,1,0,GasA,Ex,Y,SBrkr,2069,0,0,Gd,Typ,1,Attchd,RFn,2,TA,Y,0,0,0,0,0,0,0,11,2008,WD,Normal
935,79900,RL,5825,AllPub,BrkSide,1Fam,1Story,4,1926,1953,CompShg,MetalSd,TA,PConc,Fa,Unf,0,0,0,GasA,Gd,Y,SBrkr,747,0,0,TA,Typ,0,Detchd,Unf,2,TA,Y,0,0,32,0,0,0,0,6,2006,WD,Normal
937,253000,RL,9675,AllPub,Somerst,1Fam,2Story,7,2005,2005,CompShg,VinylSd,Gd,PConc,Gd,GLQ,341,0,0,GasA,Ex,Y,SBrkr,1113,858,0,Gd,Typ,1,Attchd,RFn,2,TA,Y,0,48,0,0,0,0,0,2,2009,WD,Normal
938,239799,RL,8760,AllPub,CollgCr,1Fam,2Story,7,2006,2006,CompShg,VinylSd,Gd,PConc,Gd,GLQ,464,0,0,GasA,Ex,Y,SBrkr,1391,571,0,Gd,Typ,0,Attchd,RFn,3,TA,Y,0,90,0,0,0,0,0,8,2006,New,Partial
940,150900,RL,12640,AllPub,Mitchel,Duplex,1Story,6,1976,1976,CompShg,Plywood,TA,CBlock,TA,Rec,936,0,0,GasA,TA,Y,SBrkr,1728,0,0,TA,Typ,0,Attchd,Unf,2,TA,Y,40,0,0,0,0,0,0,7,2006,WD,Normal
943,143000,RL,25000,AllPub,Mitchel,Duplex,1Story,5,1967,1967,CompShg,HdBoard,TA,CBlock,TA,Unf,0,0,0,GasA,TA,Y,SBrkr,1632,0,0,TA,Typ,0,Attchd,Unf,2,TA,P,0,0,0,0,0,0,0,6,2007,WD,Normal
945,124900,RM,8820,AllPub,OldTown,1Fam,1.5Fin,5,1890,1996,CompShg,VinylSd,TA,BrkTil,TA,LwQ,1088,0,0,GasA,TA,Y,SBrkr,1188,561,120,TA,Typ,0,Detchd,Unf,2,TA,Y,48,0,244,0,0,0,0,9,2009,WD,Normal
946,143000,RL,8163,AllPub,NAmes,1Fam,SLvl,5,1959,1959,CompShg,HdBoard,TA,CBlock,TA,ALQ,748,1,0,GasA,TA,Y,SBrkr,1144,0,0,TA,Typ,1,Attchd,RFn,1,TA,Y,86,0,0,0,0,0,0,3,2006,WD,Normal
947,270000,RL,14536,AllPub,Timber,1Fam,1Story,8,2002,2003,CompShg,VinylSd,Gd,PConc,Gd,GLQ,1300,1,0,GasA,Ex,Y,SBrkr,1629,0,0,Gd,Typ,1,Attchd,Fin,3,TA,Y,0,252,0,0,0,0,0,11,2007,WD,Normal
949,197500,RL,9360,AllPub,NWAmes,1Fam,1Story,6,1972,2006,CompShg,Plywood,TA,CBlock,TA,ALQ,982,1,0,GasA,TA,Y,SBrkr,1381,0,0,Gd,Typ,1,Attchd,RFn,2,TA,Y,0,0,0,0,0,0,0,3,2010,WD,Normal
950,129000,RL,7200,AllPub,NAmes,1Fam,1Story,5,1950,2002,CompShg,VinylSd,TA,CBlock,TA,ALQ,398,1,0,GasA,Gd,Y,SBrkr,864,0,0,Gd,Typ,0,Detchd,RFn,2,TA,Y,194,0,0,0,0,0,0,7,2007,WD,Normal
951,119900,RH,7800,AllPub,SawyerW,1Fam,1Story,5,1965,1965,CompShg,VinylSd,TA,CBlock,TA,BLQ,641,1,0,GasA,Gd,Y,SBrkr,965,0,0,TA,Typ,0,Detchd,Unf,1,TA,Y,421,0,0,0,0,0,0,7,2006,WD,Abnorml
952,133900,RL,7200,AllPub,CollgCr,1Fam,SFoyer,5,1972,2003,CompShg,WdShing,TA,CBlock,Gd,GLQ,660,0,1,GasA,Gd,Y,SBrkr,768,0,0,TA,Typ,0,Detchd,Fin,1,TA,Y,192,0,0,0,0,0,0,4,2009,WD,Normal
955,145000,RH,7136,AllPub,Crawfor,Duplex,2Story,6,1946,1950,CompShg,MetalSd,TA,CBlock,Gd,Rec,484,0,0,GasA,TA,N,FuseF,979,979,0,TA,Typ,0,Attchd,Unf,2,TA,Y,0,0,0,0,0,0,0,8,2007,WD,Normal
956,124000,RM,1300,AllPub,Blueste,TwnhsE,2Story,6,1980,1980,CompShg,MetalSd,TA,CBlock,Gd,ALQ,285,0,0,GasA,TA,Y,SBrkr,561,668,0,TA,Typ,1,Attchd,Fin,2,TA,Y,150,0,0,0,0,0,0,5,2009,WD,Normal
957,132000,RL,7420,AllPub,Sawyer,1Fam,1Story,5,1962,1962,CompShg,MetalSd,TA,CBlock,TA,Rec,417,0,0,GasA,TA,Y,SBrkr,1057,0,0,TA,Typ,0,Detchd,Fin,2,TA,Y,0,0,0,0,0,0,0,4,2007,WD,Normal
958,185000,RL,8450,AllPub,CollgCr,1Fam,1Story,7,2003,2003,CompShg,VinylSd,Gd,PConc,Gd,GLQ,699,1,0,GasA,Ex,Y,SBrkr,1337,0,0,Gd,Typ,0,Attchd,RFn,2,TA,Y,0,39,0,0,0,0,0,10,2007,WD,Normal
959,155000,FV,2572,AllPub,Somerst,Twnhs,2Story,7,1999,1999,CompShg,MetalSd,Gd,PConc,Gd,ALQ,604,1,0,GasA,Ex,Y,SBrkr,696,720,0,Gd,Typ,0,Detchd,Unf,2,TA,Y,0,44,0,0,0,0,0,5,2010,WD,Normal
962,155000,RL,2308,AllPub,NPkVill,TwnhsE,2Story,6,1976,1976,CompShg,Plywood,TA,CBlock,Gd,ALQ,556,1,0,GasA,TA,Y,SBrkr,804,744,0,Gd,Typ,1,Detchd,Unf,2,TA,Y,48,0,0,0,0,0,0,7,2007,WD,Normal
963,239000,RL,11923,AllPub,CollgCr,1Fam,1Story,9,2007,2007,CompShg,VinylSd,Gd,PConc,Ex,Unf,0,0,0,GasA,Ex,Y,SBrkr,1800,0,0,Ex,Typ,0,Attchd,Fin,2,TA,Y,288,136,0,0,0,0,0,5,2009,WD,Normal
964,214900,RL,11316,AllPub,Timber,1Fam,2Story,7,2002,2003,CompShg,VinylSd,Gd,PConc,Gd,GLQ,624,1,0,GasA,Ex,Y,SBrkr,824,1070,0,Gd,Typ,1,BuiltIn,Fin,2,TA,Y,0,40,0,0,0,0,0,2,2010,WD,Normal
965,178900,RL,10237,AllPub,Gilbert,1Fam,2Story,6,2005,2007,CompShg,VinylSd,Gd,PConc,Gd,Unf,0,0,0,GasA,Ex,Y,SBrkr,783,701,0,Gd,Typ,1,Attchd,Fin,2,TA,Y,0,72,0,0,0,0,0,7,2007,New,Partial
966,160000,RL,9600,AllPub,Crawfor,1Fam,1.5Fin,5,1940,1950,CompShg,MetalSd,Gd,BrkTil,TA,Rec,428,1,0,GasA,Ex,Y,SBrkr,976,332,0,TA,Min2,2,Detchd,Unf,1,TA,Y,0,70,0,0,0,0,0,6,2009,WD,Normal
969,140000,RL,10382,AllPub,NAmes,2fmCon,SLvl,6,1958,1958,CompShg,HdBoard,TA,CBlock,TA,ALQ,513,1,0,GasA,TA,Y,SBrkr,1095,0,0,TA,Typ,0,Attchd,RFn,1,TA,Y,0,0,0,0,0,0,0,3,2006,ConLD,Normal
971,173000,RL,2268,AllPub,NridgHt,Twnhs,2Story,7,2003,2004,CompShg,VinylSd,Gd,PConc,Gd,GLQ,567,0,0,GasA,Ex,Y,SBrkr,764,862,0,Gd,Typ,0,BuiltIn,RFn,2,TA,Y,0,27,0,0,0,0,0,7,2009,WD,Normal
972,99500,RL,7892,AllPub,SawyerW,TwnhsE,1Story,6,1979,1979,CompShg,Plywood,TA,CBlock,Gd,Unf,0,0,0,GasA,TA,Y,SBrkr,918,0,0,TA,Typ,1,Attchd,Unf,1,TA,Y,28,0,0,0,0,0,0,4,2010,WD,Normal
974,167500,RL,11414,AllPub,BrkSide,1Fam,2Story,7,1910,1993,CompShg,HdBoard,TA,BrkTil,Gd,Unf,0,0,0,GasA,TA,N,SBrkr,1136,883,0,Gd,Typ,0,Detchd,Unf,2,TA,Y,509,135,0,0,0,0,0,10,2009,WD,Normal
978,110000,RL,9450,AllPub,Edwards,1Fam,1Story,4,1954,1954,CompShg,MetalSd,TA,CBlock,TA,LwQ,552,0,0,GasA,Ex,Y,SBrkr,894,0,0,TA,Typ,0,Detchd,Unf,2,TA,Y,0,0,0,0,0,0,0,5,2007,WD,Abnorml
979,139000,RL,8816,AllPub,Sawyer,1Fam,1Story,5,1963,1963,CompShg,VinylSd,TA,PConc,TA,Rec,651,1,0,GasA,TA,Y,SBrkr,1121,0,0,TA,Typ,0,Detchd,Unf,2,TA,Y,0,80,0,0,0,0,0,6,2009,WD,Normal
981,336000,RL,12203,AllPub,NoRidge,1Fam,2Story,8,1998,1999,CompShg,VinylSd,Gd,PConc,Gd,GLQ,854,1,0,GasA,Ex,Y,SBrkr,1276,1336,0,Gd,Typ,1,Attchd,Fin,3,TA,Y,250,0,0,0,0,0,0,7,2009,WD,Normal
982,159895,RL,3182,AllPub,Blmngtn,1Fam,1Story,7,2007,2007,CompShg,VinylSd,Gd,PConc,Gd,Unf,0,0,0,GasA,Ex,Y,SBrkr,1266,0,0,Gd,Typ,1,Attchd,Fin,2,TA,Y,100,16,0,0,0,0,0,3,2008,WD,Normal
985,125000,RL,10880,AllPub,Edwards,2fmCon,1Story,5,1950,1950,CompShg,MetalSd,TA,CBlock,TA,ALQ,1040,1,0,GasW,TA,N,SBrkr,1164,0,0,TA,Typ,0,Detchd,Unf,1,TA,Y,0,48,0,0,0,0,0,8,2008,ConLD,Normal
986,117000,RM,5310,AllPub,OldTown,1Fam,1.5Fin,6,1910,2003,CompShg,VinylSd,TA,CBlock,TA,Unf,0,0,0,GasA,Gd,Y,SBrkr,1001,634,0,Gd,Typ,0,Attchd,Unf,1,Fa,Y,394,0,0,0,0,0,0,6,2006,WD,Normal
987,395192,RL,10159,AllPub,NridgHt,1Fam,1Story,9,2009,2010,CompShg,VinylSd,Ex,PConc,Ex,GLQ,1646,1,0,GasA,Ex,Y,SBrkr,1940,0,0,Ex,Typ,1,Attchd,Fin,3,TA,Y,168,95,0,0,0,0,0,4,2010,New,Partial
989,197000,FV,8125,AllPub,Somerst,1Fam,2Story,7,2006,2006,CompShg,VinylSd,Gd,PConc,Gd,Unf,0,0,0,GasA,Ex,Y,SBrkr,778,798,0,Gd,Typ,0,Attchd,RFn,2,TA,Y,0,50,0,0,0,0,0,8,2006,New,Partial
